Source,Target
GMT,GOSR1
GMT,GOSR2
GMT,NAPG
GMT,RAB41
GMT,GOLIM4
GMT,CYTH4
GMT,CYTH3
GMT,GOLGA5
GMT,CUX1
GMT,STX6
GMT,MAN1C1
GMT,VTI1A
GMT,YKT6
GMT,MAN1A2
GMT,STX5
GMT,MAN1A1
GMT,SNAP29
GMT,CYTH2
GMT,CYTH1
GMT,NAA30
GMT,NAA35
GMT,NAA38
GMT,USP6NL
GMT,TMF1
GMT,STX10
GMT,VPS52
GMT,VPS51
GMT,VPS54
GMT,VPS53
GMT,ARFIP2
GMT,RAB6B
GMT,RAB6A
GMT,RAB9A
GMT,RAB9B
GMT,PLIN3
GMT,VAMP3
GMT,VAMP4
GMT,SYS1
GMT,SCOC
GMT,GCC1
GMT,GCC2
GMT,ARL1
GMT,RABEPK
GMT,RHOBTB3
GMT,GOLGA4
GMT,ARFRP1
GMT,RAB43
GMT,GOLGA1
GMT,KIF6
GMT,CENPE
GMT,ZW10
GMT,KIF16B
GMT,RINT1
GMT,COPG1
GMT,KIF20A
GMT,COPG2
GMT,KIF20B
GMT,COPE
GMT,ARF4
GMT,RAB1A
GMT,ARF5
GMT,NBAS
GMT,RAB1B
GMT,TMED10
GMT,ARF3
GMT,STX18
GMT,KDELR1
GMT,KIF11
GMT,KDELR2
GMT,KIF15
GMT,KIF12
GMT,KLC2
GMT,KIF19
GMT,KLC1
GMT,KIF5A
GMT,KLC4
GMT,KLC3
GMT,KIF1A
GMT,RACGAP1
GMT,KIF5C
GMT,KIF5B
GMT,TMED3
GMT,TMED2
GMT,KIF1C
GMT,KIF1B
GMT,TMED7
GMT,TMED9
GMT,SURF4
GMT,KIF22
GMT,KIF25
GMT,KIF23
GMT,ARFGAP2
GMT,ARCN1
GMT,COPZ2
GMT,ARFGAP3
GMT,KIF27
GMT,COPZ1
GMT,KIF18A
GMT,ARFGAP1
GMT,KIF18B
GMT,KIF2B
GMT,KIF26A
GMT,KIF26B
GMT,KIF2A
GMT,KIFC2
GMT,KDELR3
GMT,KIF2C
GMT,SEC22B
GMT,KIF28P
GMT,COPA
GMT,COPB2
GMT,COPB1
GMT,USE1
GMT,KIF3C
GMT,KIF3B
GMT,KIF3A
GMT,KIF13B
GMT,KIF21A
GMT,KIF21B
GMT,KIFAP3
GMT,BNIP1
GMT,DYNC2H1
GMT,DYNLL1
GMT,PLA2G4A
GMT,DYNLL2
GMT,DYNC1LI2
GMT,PAFAH1B1
GMT,RAB18
GMT,RAB3GAP2
GMT,PAFAH1B3
GMT,DYNC1H1
GMT,RAB3GAP1
GMT,PAFAH1B2
GMT,DCTN6
GMT,DCTN3
GMT,DCTN2
GMT,DCTN5
GMT,DCTN4
GMT,DCTN1
GMT,PLA2G6
GMT,BICD1
GMT,AGPAT3
GMT,BICD2
GMT,DYNC2LI1
GMT,DYNC1I2
GMT,DYNC1I1
GMT,TMEM115
GMT,GOLGB1
GMT,GORASP1
GMT,USO1
GMT,FOLR1
GMT,BET1
GMT,INS
GMT,GOLGA2
GMT,CD59
GMT,CD55
GMT,SEC24A
GMT,SEC24C
GMT,SEC24B
GMT,SEC13
GMT,ANKRD28
GMT,SEC16B
GMT,SEC16A
GMT,TRAPPC10
GMT,CNIH1
GMT,CNIH2
GMT,TBC1D20
GMT,PREB
GMT,CNIH3
GMT,SEC24D
GMT,MCFD2
GMT,SERPINA1
GMT,SAR1B
GMT,STX17
GMT,TGFA
GMT,AREG
GMT,PPP6C
GMT,SCFD1
GMT,PPP6R1
GMT,CSNK1D
GMT,TFG
GMT,PPP6R3
GMT,CTSC
GMT,TRAPPC3
GMT,TRAPPC2L
GMT,TRAPPC1
GMT,SEC22A
GMT,TRAPPC2
GMT,LMAN1L
GMT,TRAPPC5
GMT,TRAPPC9
GMT,TRAPPC6B
GMT,SEC23IP
GMT,TRAPPC6A
GMT,SEC22C
GMT,SEC23A
GMT,LMAN2L
GMT,LMAN1
GMT,LMAN2
GMT,SEC31A
GMT,WDR19
GMT,IFT140
GMT,TTC21B
GMT,IFT122
GMT,IFT81
GMT,IFT80
GMT,WDR35
GMT,TCTE3
GMT,WDR34
GMT,IFT43
GMT,IFT20
GMT,IFT88
GMT,IFT22
GMT,WDR60
GMT,TTC30A
GMT,TTC30B
GMT,DYNLRB1
GMT,DYNLRB2
GMT,IFT46
GMT,CLUAP1
GMT,IFT27
GMT,TTC26
GMT,TRAF3IP1
GMT,IFT172
GMT,KIF17
GMT,HSPB11
GMT,TNPO1
GMT,TCTEX1D1
GMT,IFT52
GMT,IFT74
GMT,TCTEX1D2
GMT,IFT57
GMT,PDIA3
GMT,PRKCSH
GMT,EDEM1
GMT,EDEM2
GMT,SEL1L
GMT,EDEM3
GMT,DERL2
GMT,MOGS
GMT,SYVN1
GMT,GANAB
GMT,OS9
GMT,MAN1B1
GMT,MLEC
GMT,CANX
GMT,CALR
GMT,UGGT2
GMT,UGGT1
GMT,KLHDC3
GMT,DIS3
GMT,HSPA5
GMT,ZBTB17
GMT,EIF2AK3
GMT,WIPI1
GMT,PPP2R5B
GMT,YIF1A
GMT,ERN1
GMT,DNAJC3
GMT,DNAJB11
GMT,TLN1
GMT,CXCL8
GMT,ATF3
GMT,GSK3A
GMT,ATP6V0D1
GMT,SHC1
GMT,PARN
GMT,HSP90B1
GMT,EXOSC8
GMT,LMNA
GMT,ASNA1
GMT,EXOSC7
GMT,KHSRP
GMT,TATDN2
GMT,EXOSC6
GMT,EXTL3
GMT,EXOSC5
GMT,C19ORF10
GMT,EXOSC9
GMT,SEC61G
GMT,SEC61B
GMT,SSR1
GMT,DNAJB9
GMT,EXOSC4
GMT,EXOSC3
GMT,EXOSC2
GMT,EXOSC1
GMT,MBTPS1
GMT,MBTPS2
GMT,IGFBP1
GMT,TSPYL2
GMT,XBP1
GMT,WFS1
GMT,NFYB
GMT,NFYC
GMT,PLA2G4B
GMT,DDX11
GMT,PDIA6
GMT,PDIA5
GMT,CTDSP2
GMT,SRPRB
GMT,HYOU1
GMT,DDIT3
GMT,HDGF
GMT,TPP1
GMT,ATF6
GMT,ATF4
GMT,DCP2
GMT,ACADVL
GMT,CUL7
GMT,FKBP14
GMT,SRPR
GMT,CXXC1
GMT,HERPUD1
GMT,SEC61A2
GMT,SERP1
GMT,SEC61A1
GMT,CCL2
GMT,NFYA
GMT,SEC63
GMT,SEC62
GMT,SULT1A3
GMT,CNOT11
GMT,CNOT10
GMT,CNOT6
GMT,CNOT7
GMT,CNOT8
GMT,CNOT1
GMT,XRN1
GMT,CNOT2
GMT,CNOT3
GMT,CNOT4
GMT,PABPC1
GMT,DCP1B
GMT,DCP1A
GMT,EIF4B
GMT,EIF4E
GMT,CNOT6L
GMT,PATL1
GMT,LSM2
GMT,LSM1
GMT,LSM6
GMT,LSM5
GMT,LSM4
GMT,LSM3
GMT,PAN3
GMT,NT5C3B
GMT,PAN2
GMT,LSM7
GMT,EIF4G1
GMT,RQCD1
GMT,EIF4A3
GMT,EIF4A2
GMT,DDX6
GMT,EIF4A1
GMT,EDC3
GMT,EDC4
GMT,PAIP1
GMT,TNKS1BP1
GMT,DCPS
GMT,NPM1
GMT,PLK3
GMT,GADD45A
GMT,PLK2
GMT,ARID3A
GMT,PRMT1
GMT,CDC25C
GMT,CCNA2
GMT,RBL1
GMT,CCNA1
GMT,TFDP1
GMT,RGCC
GMT,RBL2
GMT,TFDP2
GMT,CCNE2
GMT,CENPJ
GMT,CCNE1
GMT,CDK2
GMT,BAX
GMT,CARM1
GMT,CDK1
GMT,TP53
GMT,PCNA
GMT,CDKN1B
GMT,BTG2
GMT,CDKN1A
GMT,AURKA
GMT,CCNB1
GMT,PCBP4
GMT,EP300
GMT,E2F1
GMT,PLAGL1
GMT,E2F4
GMT,SFN
GMT,E2F7
GMT,ZNF385A
GMT,ZNF420
GMT,CREBBP
GMT,PRELID1
GMT,APAF1
GMT,BNIP3L
GMT,CRADD
GMT,IGFBP3
GMT,TNFRSF10D
GMT,TP53INP1
GMT,TNFRSF10C
GMT,TNFRSF10B
GMT,TNFRSF10A
GMT,RABGGTB
GMT,TP73
GMT,TP53I3
GMT,BCL6
GMT,FAS
GMT,TMEM219
GMT,BIRC5
GMT,ATM
GMT,STEAP3
GMT,PPP1R13B
GMT,CHM
GMT,TRIAP1
GMT,NLRC4
GMT,NDRG1
GMT,BBC3
GMT,BCL2L14
GMT,TP53AIP1
GMT,RABGGTA
GMT,CASP6
GMT,AIFM2
GMT,CASP10
GMT,PERP
GMT,CASP2
GMT,PMAIP1
GMT,CASP1
GMT,TP53BP2
GMT,BID
GMT,PIDD1
GMT,TP63
GMT,BAD
GMT,GZMB
GMT,YWHAZ
GMT,XIAP
GMT,BCL2L1
GMT,BCL2
GMT,CYCS
GMT,YWHAG
GMT,YWHAE
GMT,YWHAB
GMT,DIABLO
GMT,PPP3R1
GMT,CASP8
GMT,BCL2L11
GMT,PPP3CC
GMT,CASP9
GMT,MAPK8
GMT,CASP7
GMT,AKT3
GMT,YWHAQ
GMT,AKT1
GMT,AKT2
GMT,CASP3
GMT,BAK1
GMT,BMF
GMT,YWHAH
GMT,EXOC8
GMT,LNPEP
GMT,PRKAB1
GMT,PRKAB2
GMT,MYH1
GMT,MYH2
GMT,RHOQ
GMT,RALGAPB
GMT,MYH3
GMT,MYH4
GMT,EXOC5
GMT,EXOC4
GMT,EXOC7
GMT,EXOC6
GMT,EXOC1
GMT,MYH6
GMT,EXOC3
GMT,MYH7
GMT,EXOC2
GMT,MYH8
GMT,PRKAA2
GMT,C2CD5
GMT,RALA
GMT,STXBP3
GMT,MYH15
GMT,MYH13
GMT,MYH7B
GMT,RALGAPA2
GMT,MYO5A
GMT,ASPSCR1
GMT,RAB11A
GMT,TBC1D1
GMT,MYO1C
GMT,RAB10
GMT,TBC1D4
GMT,RAB13
GMT,RAB14
GMT,PRKAG2
GMT,PRKAG3
GMT,SLC2A4
GMT,PRKAG1
GMT,RAB8A
GMT,RAB4A
GMT,GPX2
GMT,G6PD
GMT,GSR
GMT,TSC2
GMT,TSC1
GMT,COX6C
GMT,LRPPRC
GMT,RRAGB
GMT,RRAGA
GMT,RRAGD
GMT,SCO2
GMT,AGO4
GMT,RRAGC
GMT,RRM2B
GMT,AGO2
GMT,SCO1
GMT,AGO3
GMT,AGO1
GMT,COX20
GMT,TNRC6A
GMT,TNRC6B
GMT,GPI
GMT,TNRC6C
GMT,COX7C
GMT,COX7B
GMT,PRKAA1
GMT,COX6A1
GMT,COX4I1
GMT,COX8A
GMT,SURF1
GMT,MIR26A1
GMT,MIR26A2
GMT,NDUFA4
GMT,MTOR
GMT,COX7A2L
GMT,COX6B1
GMT,MOV10
GMT,RHEB
GMT,DDIT4
GMT,LAMTOR1
GMT,LAMTOR3
GMT,LAMTOR2
GMT,LAMTOR5
GMT,LAMTOR4
GMT,COX5A
GMT,COX16
GMT,COX19
GMT,COX18
GMT,TXN
GMT,TACO1
GMT,PTEN
GMT,COX5B
GMT,SESN1
GMT,RPTOR
GMT,PRDX5
GMT,SESN2
GMT,PRDX2
GMT,PRDX1
GMT,SESN3
GMT,MLST8
GMT,COX14
GMT,COX11
GMT,ATG9A
GMT,UVRAG
GMT,ATG9B
GMT,ATG10
GMT,WIPI2
GMT,ATG14
GMT,ATG13
GMT,ATG12
GMT,ATG16L1
GMT,ATG4D
GMT,CHMP4C
GMT,ATG4C
GMT,ATG4B
GMT,CHMP4B
GMT,ULK1
GMT,ATG4A
GMT,PIK3C3
GMT,CHMP4A
GMT,MTMR3
GMT,PIK3R4
GMT,MAP1LC3A
GMT,MAP1LC3C
GMT,MAP1LC3B
GMT,ATG101
GMT,ATG3
GMT,GABARAPL3
GMT,GABARAPL2
GMT,GABARAPL1
GMT,CHMP2B
GMT,CHMP3
GMT,CHMP7
GMT,CHMP6
GMT,BECN1
GMT,GABARAP
GMT,WDR45B
GMT,MTMR14
GMT,RB1CC1
GMT,AMBRA1
GMT,WDR45
GMT,ATG7
GMT,ATG5
GMT,LYN
GMT,PPP2R5C
GMT,PTPN11
GMT,PPP2R5E
GMT,PPP2R1A
GMT,PDCD1LG2
GMT,PPP2R5D
GMT,VAV1
GMT,PPP2R5A
GMT,PIK3CA
GMT,HLA-DRA
GMT,HLA-DQB1
GMT,TRAC
GMT,PDCD1
GMT,PTPN6
GMT,HLA-DQB2
GMT,CD86
GMT,MAPKAP1
GMT,CD80
GMT,PIK3R3
GMT,PIK3R2
GMT,CD3G
GMT,CD3E
GMT,CD3D
GMT,TRBC1
GMT,GRAP2
GMT,CTLA4
GMT,TNFRSF14
GMT,PAK3
GMT,MAP3K8
GMT,HLA-DQA2
GMT,ICOS
GMT,HLA-DQA1
GMT,YES1
GMT,HLA-DRB5
GMT,PDPK1
GMT,PPP2CA
GMT,PIK3R1
GMT,HLA-DPB1
GMT,MAP3K14
GMT,HLA-DRB4
GMT,TRIB3
GMT,HLA-DRB3
GMT,HLA-DRB1
GMT,PRR5
GMT,CD274
GMT,TRBV12-3
GMT,PPP2CB
GMT,PPP2R1B
GMT,THEM4
GMT,HLA-DPA1
GMT,BTLA
GMT,CSK
GMT,RICTOR
GMT,ICOSLG
GMT,BRPF1
GMT,BRD1
GMT,HDAC1
GMT,BRPF3
GMT,MEAF6
GMT,HDAC2
GMT,MBD3
GMT,GATAD2A
GMT,CHD4
GMT,CHD3
GMT,GATAD2B
GMT,PML
GMT,ING5
GMT,MTA2
GMT,RBBP4
GMT,KAT6A
GMT,RBBP7
GMT,BRD7
GMT,PKLR
GMT,PDX1
GMT,PAX4
GMT,PAX6
GMT,HNF1B
GMT,MAFA
GMT,NR5A2
GMT,HNF1A
GMT,IAPP
GMT,INSM1
GMT,FGF10
GMT,NEUROG3
GMT,PTF1A
GMT,FOXA3
GMT,FOXA2
GMT,ONECUT3
GMT,ONECUT1
GMT,SLC2A2
GMT,HNF4G
GMT,FOXO1
GMT,RBPJ
GMT,HNF4A
GMT,NKX2-2
GMT,HES1
GMT,NKX6-1
GMT,NEUROD1
GMT,HSPA9
GMT,HSPA6
GMT,PTGES3
GMT,HSPA1L
GMT,NUP214
GMT,HSPA7
GMT,NDC1
GMT,HSPA2
GMT,HSPA4
GMT,NUP210
GMT,NUP133
GMT,SIRT1
GMT,NUP93
GMT,EEF1A1
GMT,NUP50
GMT,TNFRSF21
GMT,DNAJC2
GMT,NUP98
GMT,NUP54
GMT,DNAJC7
GMT,MAPKAPK2
GMT,AKT1S1
GMT,HSPA1A
GMT,FKBP4
GMT,ATR
GMT,HSPA1B
GMT,NUP205
GMT,GSK3B
GMT,SEH1L
GMT,C11ORF73
GMT,NUP160
GMT,CCAR2
GMT,DNAJB1
GMT,HSF1
GMT,DNAJB6
GMT,NUP43
GMT,NUP85
GMT,NUP88
GMT,RAE1
GMT,RANBP2
GMT,GML
GMT,ST13
GMT,RPA2
GMT,RPA3
GMT,NUP153
GMT,HSBP1
GMT,RPA1
GMT,NUP155
GMT,HSPA12A
GMT,HSPA12B
GMT,NUP35
GMT,RLN1
GMT,NUPL2
GMT,NUP37
GMT,HSPA4L
GMT,POM121
GMT,HDAC6
GMT,NUP107
GMT,VCP
GMT,RPS19BP1
GMT,MRPL18
GMT,NUP188
GMT,CRYBA4
GMT,HSPA14
GMT,DEDD2
GMT,HSPA13
GMT,AAAS
GMT,HSPH1
GMT,BAG5
GMT,TPR
GMT,BAG3
GMT,BAG4
GMT,POM121C
GMT,BAG1
GMT,BAG2
GMT,NUP62
GMT,CBX8
GMT,UBE2I
GMT,CBX4
GMT,RING1
GMT,CBX2
GMT,MITF
GMT,SMC1A
GMT,NSMCE4A
GMT,EID3
GMT,HNRNPK
GMT,SP3
GMT,INCENP
GMT,HNRNPC
GMT,TOP1
GMT,TOP2B
GMT,L3MBTL2
GMT,RNF2
GMT,SP100
GMT,CETN2
GMT,TOP2A
GMT,BRCA1
GMT,BMI1
GMT,AURKB
GMT,RAD21
GMT,MTA1
GMT,HERC2
GMT,NDNL2
GMT,PHC1
GMT,NOP58
GMT,PIAS4
GMT,PHC3
GMT,PHC2
GMT,CDKN2A
GMT,PARP1
GMT,XRCC4
GMT,NSMCE2
GMT,NSMCE1
GMT,PIAS1
GMT,PIAS3
GMT,RANGAP1
GMT,PIAS2
GMT,STAG1
GMT,RNF168
GMT,STAG2
GMT,RAD52
GMT,MDC1
GMT,BLM
GMT,CDCA8
GMT,SMC6
GMT,XPC
GMT,SMC5
GMT,HDAC7
GMT,SMC3
GMT,WRN
GMT,SCMH1
GMT,SUMO2
GMT,SUMO1
GMT,SUMO3
GMT,TDG
GMT,PCGF2
GMT,TP53BP1
GMT,MX1
GMT,EIF2AK2
GMT,MX2
GMT,IRF3
GMT,EIF4E3
GMT,EIF4E2
GMT,UBE2N
GMT,UBA7
GMT,UBE2L6
GMT,HERC5
GMT,KPNA7
GMT,FLNB
GMT,KPNA5
GMT,KPNA3
GMT,KPNA4
GMT,KPNA1
GMT,KPNA2
GMT,STAT1
GMT,DDX58
GMT,UBE2E1
GMT,ISG15
GMT,KPNB1
GMT,PPM1B
GMT,NEDD4
GMT,USP41
GMT,EIF4G3
GMT,PIN1
GMT,EIF4G2
GMT,USP18
GMT,IFIT1
GMT,TRIM25
GMT,PLCG1
GMT,ARIH1
GMT,JAK1
GMT,CPSF2
GMT,NCBP2
GMT,CPSF1
GMT,NCBP1
GMT,CPSF3
GMT,ALYREF
GMT,UPF3B
GMT,SRRM1
GMT,DDX39A
GMT,DDX39B
GMT,SARNP
GMT,ZC3H11A
GMT,SRSF3
GMT,SRSF4
GMT,SRSF5
GMT,SRSF6
GMT,SLU7
GMT,SRSF7
GMT,CHTOP
GMT,SRSF9
GMT,SLBP
GMT,SRSF1
GMT,RBM8A
GMT,SRSF2
GMT,CASC3
GMT,MAGOH
GMT,NXF1
GMT,DHX38
GMT,THOC2
GMT,THOC1
GMT,THOC3
GMT,THOC6
GMT,CDC40
GMT,THOC5
GMT,THOC7
GMT,RNPS1
GMT,FYTTD1
GMT,NXT1
GMT,LUZP4
GMT,POLDIP3
GMT,U2AF2
GMT,U2AF1
GMT,FIP1L1
GMT,SRSF11
GMT,GTF2F1
GMT,GTF2F2
GMT,SNRPF
GMT,SNRPG
GMT,SNRNP25
GMT,SNRPE
GMT,SNRPB
GMT,SF3B5
GMT,SF3B6
GMT,SF3B3
GMT,RNU4ATAC
GMT,SF3B4
GMT,PDCD7
GMT,RNPC3
GMT,EFTUD2
GMT,RNU11
GMT,RNU12
GMT,SNRPD3
GMT,SNRPD2
GMT,SNRPD1
GMT,SF3B1
GMT,TXNL4A
GMT,SF3B2
GMT,ZCRB1
GMT,PRPF6
GMT,PRPF8
GMT,SNRNP40
GMT,SNRNP48
GMT,SNRNP200
GMT,DDX23
GMT,YBX1
GMT,POLR2A
GMT,POLR2B
GMT,POLR2C
GMT,ZMAT5
GMT,POLR2D
GMT,POLR2E
GMT,POLR2F
GMT,POLR2G
GMT,POLR2H
GMT,POLR2I
GMT,POLR2J
GMT,SNRNP35
GMT,POLR2K
GMT,POLR2L
GMT,IMP3
GMT,DIMT1
GMT,IMP4
GMT,RPS9
GMT,RPS6
GMT,RPS7
GMT,WDR75
GMT,WDR36
GMT,DIEXF
GMT,CIRH1A
GMT,DKC1
GMT,NAT10
GMT,NHP2
GMT,DDX49
GMT,RNA45S5
GMT,DDX47
GMT,NOP2
GMT,NOC4L
GMT,SNORD3A
GMT,NOL6
GMT,FBL
GMT,TRMT112
GMT,EMG1
GMT,RRP7A
GMT,PDCD11
GMT,DHX37
GMT,RRP36
GMT,GAR1
GMT,RPS2
GMT,UTP14A
GMT,NOP14
GMT,UTP15
GMT,UTP18
GMT,UTP6
GMT,UTP3
GMT,KRR1
GMT,UTP11L
GMT,DDX52
GMT,TBL3
GMT,RCL1
GMT,NOL11
GMT,NOP10
GMT,NOP56
GMT,WDR3
GMT,MPHOSPH10
GMT,HEATR1
GMT,FCF1
GMT,WDR43
GMT,THUMPD1
GMT,WDR46
GMT,PWP2
GMT,RRP9
GMT,BMS1
GMT,WBSCR22
GMT,UTP20
GMT,DCAF13
GMT,RPS14
GMT,RPS8
GMT,RPL22
GMT,RPL21
GMT,RPL24
GMT,EIF1AX
GMT,RPL23
GMT,RPL13A
GMT,RPS3A
GMT,RPSA
GMT,RPL37A
GMT,RPL26
GMT,FAU
GMT,RPL28
GMT,RPL27
GMT,RPL29
GMT,RPL26L1
GMT,RPL11
GMT,RPL10
GMT,RPL13
GMT,RPL12
GMT,RPS4Y1
GMT,RPL36A
GMT,RPL15
GMT,RPS5
GMT,RPL14
GMT,RPL17
GMT,RPS3
GMT,RPL19
GMT,RPS15A
GMT,RPL18
GMT,EIF3A
GMT,RPL41
GMT,RPL35A
GMT,RPL23A
GMT,RPL3L
GMT,RPS27
GMT,RPS26
GMT,RPS29
GMT,RPS28
GMT,EIF3L
GMT,EIF3M
GMT,RPL27A
GMT,EIF3J
GMT,EIF3K
GMT,EIF3H
GMT,EIF3I
GMT,RPS21
GMT,EIF3F
GMT,RPS20
GMT,EIF3G
GMT,RPS23
GMT,EIF3D
GMT,EIF3E
GMT,EIF3B
GMT,RPS25
GMT,EIF3C
GMT,RPS24
GMT,RPL5
GMT,RPL6
GMT,RPL31
GMT,RPL3
GMT,RPL4
GMT,RPL30
GMT,RPLP0
GMT,RPL32
GMT,RPL35
GMT,RPLP2
GMT,RPL34
GMT,RPLP1
GMT,RPL10A
GMT,RPL9
GMT,RPL7
GMT,RPL8
GMT,RPS16
GMT,RPS4X
GMT,RPS15
GMT,RPS18
GMT,RPS17
GMT,RPL18A
GMT,RPS19
GMT,RPL37
GMT,RPL36
GMT,RPL39
GMT,RPS10
GMT,RPL38
GMT,RPS12
GMT,RPS11
GMT,RPL7A
GMT,RPS13
GMT,JUN
GMT,CBX6
GMT,H3F3A
GMT,H2BFS
GMT,MAPK14
GMT,MAPK11
GMT,HIST1H4A
GMT,MAPK10
GMT,CDK6
GMT,MAPKAPK5
GMT,CDK4
GMT,MAPKAPK3
GMT,TNIK
GMT,H2AFB1
GMT,HIST2H2AA3
GMT,HIST2H2AC
GMT,E2F2
GMT,E2F3
GMT,HIST1H2AB
GMT,MAP3K5
GMT,HIST1H2AD
GMT,KDM6B
GMT,HIST1H2AC
GMT,SUZ12
GMT,CDKN2C
GMT,EED
GMT,CDKN2D
GMT,H2AFZ
GMT,HIST1H2AJ
GMT,CDKN2B
GMT,H2AFX
GMT,MINK1
GMT,FOS
GMT,HIST2H2BE
GMT,MIR24-2
GMT,HIST2H3A
GMT,HIST1H2BA
GMT,MIR24-1
GMT,HIST1H2BH
GMT,HIST1H2BC
GMT,HIST1H2BB
GMT,EZH2
GMT,HIST1H2BD
GMT,HIST1H2BO
GMT,HIST1H2BN
GMT,HIST1H2BK
GMT,HIST1H2BJ
GMT,HIST1H2BM
GMT,HIST1H2BL
GMT,MAPK9
GMT,HIST1H3A
GMT,IFNB1
GMT,HIST3H2BB
GMT,MAP4K4
GMT,GSN
GMT,NAT8B
GMT,USP9X
GMT,LYZ
GMT,TGFBI
GMT,PARK2
GMT,PRL
GMT,GGA1
GMT,GGA3
GMT,GGA2
GMT,SNCA
GMT,SIAH1
GMT,ODAM
GMT,SIAH2
GMT,BACE1
GMT,NAT8
GMT,SEMG1
GMT,SAA1
GMT,LTF
GMT,MFGE8
GMT,ITM2B
GMT,APCS
GMT,CALCA
GMT,CST3
GMT,SNCAIP
GMT,NPPA
GMT,CENPU
GMT,ACD
GMT,RFC4
GMT,CENPW
GMT,RFC5
GMT,RFC2
GMT,LIG1
GMT,RFC3
GMT,RFC1
GMT,SMARCA5
GMT,POLA1
GMT,WRAP53
GMT,HIST3H3
GMT,POLA2
GMT,MIS18A
GMT,CENPH
GMT,CENPI
GMT,POLE2
GMT,CENPK
GMT,CENPL
GMT,CENPM
GMT,CENPN
GMT,DNA2
GMT,CENPO
GMT,CENPP
GMT,CENPQ
GMT,TERF2IP
GMT,POT1
GMT,CENPT
GMT,CASC5
GMT,HJURP
GMT,RUVBL1
GMT,MIS18BP1
GMT,TERT
GMT,RUVBL2
GMT,TINF2
GMT,TERF1
GMT,TERF2
GMT,APITD1
GMT,ITGB3BP
GMT,FEN1
GMT,PRIM2
GMT,PRIM1
GMT,CENPA
GMT,RSF1
GMT,CENPC
GMT,POLD4
GMT,POLE
GMT,POLD1
GMT,POLD2
GMT,POLD3
GMT,STRA13
GMT,OIP5
GMT,SUN2
GMT,SUN1
GMT,MRE11A
GMT,SMC1B
GMT,RAD51C
GMT,MSH4
GMT,DMC1
GMT,MSH5
GMT,FKBP6
GMT,PRDM9
GMT,LMNB1
GMT,BRCA2
GMT,PSMC3IP
GMT,SYCE2
GMT,SYCE1
GMT,NBN
GMT,RBBP8
GMT,REC8
GMT,MLH1
GMT,TOP3A
GMT,TEX12
GMT,MND1
GMT,TEX15
GMT,RAD50
GMT,MLH3
GMT,RAD51
GMT,STAG3
GMT,DIDO1
GMT,SYCP3
GMT,SYCP2
GMT,SPO11
GMT,SYCP1
GMT,SYNE1
GMT,SYNE2
GMT,NCOA2
GMT,RHOA
GMT,KDM4C
GMT,PPP1R12A
GMT,PPP1R12B
GMT,RHOB
GMT,RHOC
GMT,PPP1CB
GMT,MYL6
GMT,MYH9
GMT,MYL9
GMT,KDM1A
GMT,KLK3
GMT,MYL12B
GMT,MYH14
GMT,MYH10
GMT,MYH11
GMT,PPP1R14A
GMT,AR
GMT,PKN1
GMT,PKN3
GMT,PKN2
GMT,NCOA3
GMT,NCOA6
GMT,NCOR1
GMT,MEIS1
GMT,HOXD4
GMT,AJUBA
GMT,HOXB1
GMT,CTCF
GMT,YY1
GMT,PAGR1
GMT,RBBP5
GMT,HOXA4
GMT,HOXA3
GMT,HOXA2
GMT,HOXA1
GMT,PKNOX1
GMT,KDM6A
GMT,EGR2
GMT,MAFB
GMT,PBX1
GMT,HOXB4
GMT,HOXB3
GMT,HOXB2
GMT,ZNF335
GMT,PAXIP1
GMT,HDAC3
GMT,HOXD3
GMT,HOXD1
GMT,KMT2D
GMT,WDR5
GMT,KMT2C
GMT,ASH2L
GMT,HOXC4
GMT,CBX3
GMT,CD3EAP
GMT,KAT2B
GMT,KAT2A
GMT,CDK7
GMT,RRN3
GMT,CCNH
GMT,ZNRD1
GMT,TAF1C
GMT,TAF1D
GMT,TWISTNB
GMT,TAF1A
GMT,TAF1B
GMT,MTA3
GMT,TBP
GMT,MBD2
GMT,GTF2H1
GMT,GTF2H2
GMT,GTF2H3
GMT,GTF2H4
GMT,GTF2H5
GMT,POLR1A
GMT,POLR1B
GMT,ERCC2
GMT,POLR1C
GMT,POLR1D
GMT,ERCC3
GMT,POLR1E
GMT,ERCC6
GMT,MNAT1
GMT,EHMT2
GMT,PTRF
GMT,UBTF
GMT,PRMT7
GMT,PRMT6
GMT,SMARCC1
GMT,SMARCC2
GMT,PBRM1
GMT,ACTL6A
GMT,DNMT3A
GMT,PRMT5
GMT,ACTL6B
GMT,SMARCE1
GMT,ARID1A
GMT,ARID1B
GMT,SMARCA2
GMT,WDR77
GMT,SMARCA4
GMT,HIST3H2A
GMT,COPRS
GMT,SMARCD1
GMT,SMARCD2
GMT,SMARCD3
GMT,SMARCB1
GMT,HIST2H2AB
GMT,CCND1
GMT,HIST1H2AH
GMT,HIST1H2AG
GMT,HIST1H2AA
GMT,ARID2
GMT,JAK2
GMT,ATF7IP
GMT,SETD1A
GMT,SETDB2
GMT,SETDB1
GMT,SETD1B
GMT,DOT1L
GMT,KMT2E
GMT,SETD3
GMT,WHSC1
GMT,KMT2B
GMT,KMT2A
GMT,SUV39H2
GMT,SETD7
GMT,SETD8
GMT,SUV39H1
GMT,EHMT1
GMT,PRDM16
GMT,DPY30
GMT,AEBP2
GMT,MECOM
