Source,Target
GMT,NSD1
GMT,SMYD3
GMT,SMYD2
GMT,SETD2
GMT,WHSC1L1
GMT,KDM4A
GMT,KDM4B
GMT,KDM2A
GMT,KDM2B
GMT,KDM4D
GMT,ARID5B
GMT,JMJD6
GMT,KDM7A
GMT,KDM5A
GMT,KDM5B
GMT,KDM3A
GMT,KDM5C
GMT,KDM5D
GMT,KDM3B
GMT,KDM1B
GMT,PHF2
GMT,PHF8
GMT,UTY
GMT,EOMES
GMT,SMAD2
GMT,FOXD3
GMT,SMAD4
GMT,CDX2
GMT,TSC22D1
GMT,STAT3
GMT,DKK1
GMT,KLF4
GMT,POU5F1
GMT,NR6A1
GMT,LIN28A
GMT,NR5A1
GMT,DPPA4
GMT,NANOG
GMT,EPHA1
GMT,TDGF1
GMT,EPAS1
GMT,PRDM14
GMT,HIF3A
GMT,SALL1
GMT,SOX2
GMT,HHEX
GMT,ZIC3
GMT,ZSCAN10
GMT,SALL4
GMT,GSC
GMT,SSB
GMT,POU2F1
GMT,ZNF143
GMT,POLR3GL
GMT,BRF2
GMT,BRF1
GMT,GTF3A
GMT,NFIA
GMT,POLR3A
GMT,POLR3B
GMT,POLR3C
GMT,NFIB
GMT,POLR3D
GMT,NFIC
GMT,POLR3E
GMT,POLR3F
GMT,POLR3G
GMT,POLR3H
GMT,POLR3K
GMT,BDP1
GMT,GTF3C2
GMT,GTF3C3
GMT,GTF3C4
GMT,NFIX
GMT,GTF3C5
GMT,CRCP
GMT,GTF3C6
GMT,GTF3C1
GMT,SNAPC2
GMT,SNAPC3
GMT,SNAPC4
GMT,SNAPC5
GMT,SNAPC1
GMT,POU2F2
GMT,VWA9
GMT,CDK9
GMT,SP1
GMT,RNU5A-1
GMT,INTS12
GMT,GTF2A1
GMT,GTF2A2
GMT,CCNK
GMT,CCNT2
GMT,RNU1-1
GMT,ELL
GMT,CCNT1
GMT,SRRT
GMT,INTS10
GMT,GTF2B
GMT,ZC3H8
GMT,RPAP2
GMT,GTF2E1
GMT,GTF2E2
GMT,RPRD1B
GMT,TAF13
GMT,INTS2
GMT,RPRD1A
GMT,INTS1
GMT,INTS4
GMT,TAF11
GMT,NABP1
GMT,INTS3
GMT,RPRD2
GMT,ELL2
GMT,ELL3
GMT,TAF9
GMT,INTS6
GMT,TAF8
GMT,INTS5
GMT,NABP2
GMT,INTS8
GMT,INTS7
GMT,TAF6
GMT,TAF5
GMT,INTS9
GMT,RNU4-1
GMT,RNU2-1
GMT,ICE2
GMT,ICE1
GMT,PHAX
GMT,ASUN
GMT,CPSF3L
GMT,TDRD9
GMT,TDRD6
GMT,TDRD1
GMT,TDRD12
GMT,TDRKH
GMT,PIWIL2
GMT,PIWIL4
GMT,DDX4
GMT,PLD6
GMT,HENMT1
GMT,ASZ1
GMT,MOV10L1
GMT,MAEL
GMT,MYBL1
GMT,PIWIL1
GMT,SUPT16H
GMT,RNMT
GMT,TAT
GMT,SUPT4H1
GMT,TAF1L
GMT,NELFCD
GMT,TCEB3
GMT,TCEB2
GMT,TCEB1
GMT,TAF9B
GMT,RNGTT
GMT,TAF12
GMT,TAF10
GMT,SSRP1
GMT,SUPT5H
GMT,TAF1
GMT,TAF4B
GMT,TCEA1
GMT,TAF4
GMT,TAF3
GMT,TAF2
GMT,CTDP1
GMT,NELFA
GMT,NELFE
GMT,NELFB
GMT,ACTR8
GMT,MCRS1
GMT,ACTR5
GMT,RAD23B
GMT,RAD23A
GMT,LIG3
GMT,RBX1
GMT,COPS5
GMT,CUL4B
GMT,COPS4
GMT,CUL4A
GMT,COPS6
GMT,COPS3
GMT,COPS2
GMT,COPS8
GMT,GPS1
GMT,ACTB
GMT,TFPT
GMT,RNF111
GMT,PARP2
GMT,USP45
GMT,INO80
GMT,CHD1L
GMT,XRCC1
GMT,DDB2
GMT,ERCC1
GMT,DDB1
GMT,ERCC4
GMT,ERCC5
GMT,UBE2V2
GMT,INO80B
GMT,INO80D
GMT,INO80C
GMT,INO80E
GMT,XPA
GMT,COPS7B
GMT,COPS7A
GMT,POLK
GMT,NFRKB
GMT,RMI1
GMT,RMI2
GMT,HUS1
GMT,SIRT6
GMT,BRE
GMT,RHNO1
GMT,RNF8
GMT,RNF4
GMT,PPP4R2
GMT,BABAM1
GMT,CHEK1
GMT,UIMC1
GMT,TOPBP1
GMT,TIPIN
GMT,ATRIP
GMT,FAM175A
GMT,RAD17
GMT,TIMELESS
GMT,RAD1
GMT,RAD9A
GMT,RAD9B
GMT,BRCC3
GMT,BRIP1
GMT,PPP4C
GMT,EXO1
GMT,CLSPN
GMT,KAT5
GMT,BARD1
GMT,HIPK2
GMT,HIPK1
GMT,CDK5
GMT,TP53RK
GMT,CHEK2
GMT,NUAK1
GMT,TPX2
GMT,MDM4
GMT,CDK5R1
GMT,DYRK2
GMT,NOC2L
GMT,STK11
GMT,USP7
GMT,DAXX
GMT,CCNG1
GMT,SGK1
GMT,RNF34
GMT,PRDM1
GMT,USP2
GMT,RFFL
GMT,L3MBTL1
GMT,SETD9
GMT,JMY
GMT,TTC5
GMT,IL11
GMT,IL11RA
GMT,LIF
GMT,OSM
GMT,LIFR
GMT,TYK2
GMT,OSMR
GMT,CRLF1
GMT,IL6
GMT,CLCF1
GMT,IL6ST
GMT,CNTFR
GMT,CNTF
GMT,CTF1
GMT,IL27
GMT,EBI3
GMT,IL27RA
GMT,SOCS3
GMT,IL12A
GMT,IL12RB2
GMT,IL6R
GMT,PTPN1
GMT,RSAD2
GMT,OAS1
GMT,BST2
GMT,IRF1
GMT,OAS2
GMT,IRF4
GMT,IRF5
GMT,OAS3
GMT,IFI27
GMT,IRF2
GMT,IRF8
GMT,IRF9
GMT,IRF6
GMT,IRF7
GMT,IFITM2
GMT,IFITM3
GMT,IFITM1
GMT,IFI6
GMT,ADAR
GMT,SOCS1
GMT,IP6K2
GMT,GBP2
GMT,EGR1
GMT,IFNA14
GMT,IFNA16
GMT,STAT2
GMT,IFNA17
GMT,HLA-C
GMT,HLA-B
GMT,HLA-G
GMT,HLA-H
GMT,HLA-E
GMT,HLA-F
GMT,ISG20
GMT,XAF1
GMT,IFNAR1
GMT,IFNA10
GMT,IFNAR2
GMT,IFNA6
GMT,IFNA5
GMT,IFNA8
GMT,IFNA7
GMT,IFNA2
GMT,IFNA1
GMT,IFNA4
GMT,IFI35
GMT,IFIT2
GMT,OASL
GMT,SAMHD1
GMT,IFIT3
GMT,PSMB8
GMT,IFNA21
GMT,GBP7
GMT,GBP6
GMT,TRIM62
GMT,PTPN2
GMT,MID1
GMT,IFNG
GMT,TRIM14
GMT,TRIM17
GMT,TRIM10
GMT,TRIM2
GMT,TRIM8
GMT,TRIM5
GMT,TRIM6
GMT,TRIM3
GMT,TRIM48
GMT,GBP1
GMT,GBP3
GMT,CIITA
GMT,TRIM45
GMT,GBP5
GMT,TRIM46
GMT,GBP4
GMT,PRKCD
GMT,IFNGR1
GMT,IFNGR2
GMT,TRIM38
GMT,TRIM34
GMT,TRIM35
GMT,TRIM31
GMT,PTAFR
GMT,IFI30
GMT,MT2A
GMT,FCGR1A
GMT,TRIM29
GMT,TRIM26
GMT,TRIM21
GMT,FCGR1B
GMT,TRIM22
GMT,TRIM68
GMT,STAT5B
GMT,PRLR
GMT,IRS1
GMT,CISH
GMT,IRS2
GMT,CSH1
GMT,GH1
GMT,GHR
GMT,GH2
GMT,SOCS2
GMT,ADAM17
GMT,SH2B1
GMT,STAT5A
GMT,WWOX
GMT,PSENEN
GMT,NRG1
GMT,NRG2
GMT,S100B
GMT,NRG3
GMT,ESR1
GMT,GFAP
GMT,EREG
GMT,BTC
GMT,CXCL12
GMT,NRG4
GMT,PGR
GMT,TAB2
GMT,YAP1
GMT,CUL1
GMT,PSEN2
GMT,CSN2
GMT,APH1B
GMT,APH1A
GMT,ERBB4
GMT,NCSTN
GMT,BTRC
GMT,SKP1
GMT,TLE4
GMT,FBXW7
GMT,TLE3
GMT,TLE2
GMT,TLE1
GMT,TBL1XR1
GMT,CDK8
GMT,NCOR2
GMT,NEURL1
GMT,MAML3
GMT,MAML2
GMT,MAML1
GMT,DTX1
GMT,DTX2
GMT,CCNC
GMT,DTX4
GMT,DLL1
GMT,DLL4
GMT,NEURL1B
GMT,MYC
GMT,TBL1X
GMT,HES5
GMT,JAG1
GMT,JAG2
GMT,ADAM10
GMT,ITCH
GMT,DLK1
GMT,HEYL
GMT,MIB1
GMT,MIB2
GMT,SNW1
GMT,HDAC5
GMT,MAMLD1
GMT,HDAC4
GMT,HDAC11
GMT,HDAC10
GMT,ARRB2
GMT,HDAC9
GMT,HIF1A
GMT,HDAC8
GMT,HEY2
GMT,HEY1
GMT,DNER
GMT,MIR181C
GMT,MIR449A
GMT,MIR449C
GMT,MIR449B
GMT,MFNG
GMT,POGLUT1
GMT,MIR34C
GMT,MIR34B
GMT,MIR34A
GMT,RFNG
GMT,MIR302A
GMT,MIR150
GMT,MIR200B
GMT,MIR200C
GMT,ATP2A3
GMT,ATP2A2
GMT,ATP2A1
GMT,MIR206
GMT,LFNG
GMT,POFUT1
GMT,VTA1
GMT,VPS37D
GMT,VPS37B
GMT,SNF8
GMT,VPS37C
GMT,VPS37A
GMT,VPS25
GMT,CHMP5
GMT,VPS28
GMT,TSG101
GMT,VPS4A
GMT,VPS4B
GMT,VPS36
GMT,TOMM40
GMT,MTERF3
GMT,TOMM20
GMT,TOMM22
GMT,PINK1
GMT,TOMM70A
GMT,MFN2
GMT,VDAC1
GMT,SQSTM1
GMT,TOMM5
GMT,TOMM6
GMT,MFN1
GMT,TOMM7
GMT,FANCI
GMT,FANCL
GMT,POLN
GMT,FANCM
GMT,FANCB
GMT,ZBTB32
GMT,FANCA
GMT,FANCC
GMT,FANCF
GMT,FANCE
GMT,FANCG
GMT,UBE2T
GMT,FANCD2
GMT,SLX1A
GMT,FAN1
GMT,DCLRE1B
GMT,MUS81
GMT,SLX4
GMT,EME1
GMT,EME2
GMT,USP1
GMT,DCLRE1A
GMT,PPP2R3B
GMT,RB1
GMT,CKS1B
GMT,PPP2R2A
GMT,CCND3
GMT,CCND2
GMT,E2F5
GMT,SKP2
GMT,SMURF2
GMT,SMURF1
GMT,CGN
GMT,ATP1B4
GMT,TGFBR1
GMT,TGFBR2
GMT,PPP1CA
GMT,SKI
GMT,BAMBI
GMT,UBE2M
GMT,MTMR4
GMT,ZFYVE9
GMT,UBE2D3
GMT,STRAP
GMT,PPP1R15A
GMT,UBE2D1
GMT,NEDD8
GMT,PPP1CC
GMT,PARD6A
GMT,SKIL
GMT,TGIF2
GMT,WWTR1
GMT,SMAD3
GMT,TGIF1
GMT,ARHGEF18
GMT,PARD3
GMT,SMAD7
GMT,UCHL5
GMT,PPM1A
GMT,FKBP1A
GMT,PRKCZ
GMT,STUB1
GMT,TRIM33
GMT,USP15
GMT,NEDD4L
GMT,XPO1
GMT,PMEPA1
GMT,JUNB
GMT,MEN1
GMT,EGLN2
GMT,EGLN1
GMT,EGLN3
GMT,ARNT
GMT,VEGFA
GMT,EPO
GMT,CITED2
GMT,CUL2
GMT,UBE2D2
GMT,VHL
GMT,HIF1AN
GMT,CA9
GMT,EPM2A
GMT,TPI1
GMT,AGL
GMT,GNPDA1
GMT,PC
GMT,GNPDA2
GMT,PPP1R3C
GMT,GAPDHS
GMT,NHLRC1
GMT,ALDOC
GMT,ALDOB
GMT,FBP1
GMT,ALDOA
GMT,FBP2
GMT,SLC25A1
GMT,HK1
GMT,HK3
GMT,HK2
GMT,UGP2
GMT,PGK2
GMT,PGK1
GMT,PCK2
GMT,PCK1
GMT,MDH2
GMT,PGAM1
GMT,PGAM2
GMT,GAA
GMT,PHKA2
GMT,PHKB
GMT,PHKA1
GMT,BPGM
GMT,PKM
GMT,PFKM
GMT,PFKL
GMT,SLC25A11
GMT,SLC25A13
GMT,SLC25A12
GMT,GAPDH
GMT,PFKFB1
GMT,PFKP
GMT,PFKFB3
GMT,PFKFB2
GMT,PFKFB4
GMT,ADPGK
GMT,PYGB
GMT,GBE1
GMT,PYGL
GMT,ENO1
GMT,PYGM
GMT,ENO2
GMT,ENO3
GMT,GYS1
GMT,GYS2
GMT,PRKACG
GMT,PHKG2
GMT,PHKG1
GMT,GYG1
GMT,MDH1
GMT,PRKACB
GMT,GYG2
GMT,PGM2
GMT,PRKACA
GMT,PGM1
GMT,DUSP5
GMT,BRAP
GMT,DUSP6
GMT,DUSP4
GMT,DUSP1
GMT,DUSP2
GMT,KSR1
GMT,PAQR3
GMT,BRAF
GMT,DUSP9
GMT,DUSP7
GMT,DUSP8
GMT,PPP5C
GMT,KRAS
GMT,RAF1
GMT,PEBP1
GMT,ARAF
GMT,DUSP16
GMT,NRAS
GMT,DUSP10
GMT,HRAS
GMT,MARK3
GMT,CPSF6
GMT,GAB2
GMT,GAB1
GMT,FRS2
GMT,FGFR1OP
GMT,SOS1
GMT,ZMYM2
GMT,CNTRL
GMT,FGF20
GMT,FGF23
GMT,FGF22
GMT,ERLIN2
GMT,FGF18
GMT,FGF17
GMT,BCR
GMT,FGF16
GMT,FGFR4
GMT,FGFR3
GMT,FGFR2
GMT,LRRFIP1
GMT,FGF1
GMT,FGF3
GMT,FGF4
GMT,FGF5
GMT,FGF6
GMT,FGF7
GMT,FGF8
GMT,FGF9
GMT,FGFR1OP2
GMT,MYO18A
GMT,TRIM24
GMT,KL
GMT,PDGFRB
GMT,PDGFRA
GMT,KITLG
GMT,PIK3CB
GMT,KLB
GMT,ERBB2
GMT,ERBB3
GMT,PIP4K2A
GMT,PIP4K2B
GMT,PIP4K2C
GMT,INSR
GMT,KIT
GMT,FGF19
GMT,PHLPP1
GMT,PHLPP2
GMT,PIK3CD
GMT,CD19
GMT,PIP5K1A
GMT,PIP5K1B
GMT,PIP5K1C
GMT,TRAT1
GMT,IER3
GMT,FBXW11
GMT,PSMB9
GMT,PSMC6
GMT,PSMC4
GMT,PSMC5
GMT,PSMC2
GMT,PSMC3
GMT,PSMC1
GMT,AHCYL1
GMT,RELA
GMT,RELB
GMT,PSMB11
GMT,PSMB10
GMT,PSMD9
GMT,PYCARD
GMT,PSMD7
GMT,PSMD8
GMT,PSMD5
GMT,PSMD6
GMT,PSMD3
GMT,PSMD4
GMT,PSMD1
GMT,PSMD2
GMT,MAP3K7
GMT,CARD11
GMT,NFKB1
GMT,NFKB2
GMT,PSME4
GMT,TRAF6
GMT,PSME2
GMT,UBA3
GMT,PSME3
GMT,TAB3
GMT,PSME1
GMT,TAB1
GMT,BCL10
GMT,PSMF1
GMT,PLCG2
GMT,CCL22
GMT,CARD9
GMT,NFATC3
GMT,NFATC2
GMT,NFATC1
GMT,IL1B
GMT,NFKBIA
GMT,PSMD11
GMT,PSMD10
GMT,PSMD13
GMT,PSMD12
GMT,PSMD14
GMT,ITPR2
GMT,ITPR3
GMT,ITPR1
GMT,PPP3CA
GMT,PPP3CB
GMT,CLEC7A
GMT,SYK
GMT,CHUK
GMT,PSMA6
GMT,PSMA7
GMT,PSMA4
GMT,CDC34
GMT,PSMA5
GMT,PSMA2
GMT,PSMA3
GMT,PSMA1
GMT,UBE2V1
GMT,PSMA8
GMT,MALT1
GMT,PSMB7
GMT,IKBKB
GMT,PSMB5
GMT,PSMB6
GMT,PSMB3
GMT,PSMB4
GMT,PSMB1
GMT,PSMB2
GMT,IKBKG
GMT,CCL17
GMT,GINS2
GMT,GINS3
GMT,GINS1
GMT,GINS4
GMT,FZR1
GMT,CDT1
GMT,CDC6
GMT,MCM4
GMT,MCM5
GMT,MCM6
GMT,MCM7
GMT,MCM2
GMT,MCM3
GMT,ORC6
GMT,ORC5
GMT,ORC2
GMT,ORC1
GMT,ORC4
GMT,ORC3
GMT,MCM8
GMT,CDC45
GMT,TCF7L2
GMT,TCF7L1
GMT,CTNNBIP1
GMT,SOX13
GMT,PYGO2
GMT,BCL9
GMT,APC
GMT,TCF7
GMT,LEF1
GMT,CTBP1
GMT,CTNNB1
GMT,CHD8
GMT,CBY1
GMT,PYGO1
GMT,SOX3
GMT,SOX4
GMT,SOX17
GMT,SRY
GMT,SOX9
GMT,BCL9L
GMT,SOX7
GMT,SOX6
GMT,CDC20
GMT,BUB1B
GMT,B9D2
GMT,MAD2L1
GMT,ZWILCH
GMT,NSL1
GMT,CLASP1
GMT,KNTC1
GMT,CLASP2
GMT,PLK1
GMT,CKAP5
GMT,NDC80
GMT,MAD1L1
GMT,CDCA5
GMT,PDS5B
GMT,PDS5A
GMT,CCNB2
GMT,NDEL1
GMT,RCC2
GMT,NUDC
GMT,SGOL1
GMT,ZWINT
GMT,CENPF
GMT,SKA1
GMT,PMF1
GMT,AHCTF1
GMT,SKA2
GMT,DSN1
GMT,NDE1
GMT,SPC24
GMT,CLIP1
GMT,TAOK1
GMT,SPC25
GMT,MAPRE1
GMT,ERCC6L
GMT,MIS12
GMT,SGOL2
GMT,NUF2
GMT,BUB3
GMT,SPDL1
GMT,BUB1
GMT,ARAP1
GMT,DOK1
GMT,RASA1
GMT,RASA4
GMT,SFPQ
GMT,RASA2
GMT,RASA3
GMT,ELMO2
GMT,NF1
GMT,DOCK1
GMT,BCAR1
GMT,LINC01139
GMT,KHDRBS1
GMT,KHDRBS2
GMT,KHDRBS3
GMT,LRRK2
GMT,RASAL1
GMT,RASAL2
GMT,RASAL3
GMT,ARHGAP35
GMT,PELP1
GMT,STAP2
GMT,SRMS
GMT,PTK6
GMT,DAB2IP
GMT,CRK
GMT,PXN
GMT,NR3C1
GMT,SPRED3
GMT,SPRED2
GMT,SYNGAP1
GMT,SPRED1
GMT,GPNMB
GMT,USP8
GMT,MATK
GMT,MEMO1
GMT,RNF41
GMT,DIAPH1
GMT,CDC37
GMT,ERBB2IP
GMT,GRB7
GMT,CUL5
GMT,ANGPT4
GMT,ANGPT2
GMT,ANGPT1
GMT,DOK2
GMT,GRB14
GMT,TEK
GMT,MAP3K1
GMT,NFKBIB
GMT,CYLD
GMT,SIKE1
GMT,TAX1BP1
GMT,UBE2K
GMT,OTUD5
GMT,NLRX1
GMT,DHX9
GMT,TNFAIP3
GMT,HMGB1
GMT,NLRC5
GMT,TANK
GMT,DHX36
GMT,FADD
GMT,RIPK1
GMT,S100A12
GMT,TRAF3
GMT,TRAF2
GMT,RNF125
GMT,MYD88
GMT,MAVS
GMT,AGER
GMT,IFIH1
GMT,RNF135
GMT,TBK1
GMT,RNF216
GMT,DHX58
GMT,PCBP2
GMT,IKBKE
GMT,ZBP1
GMT,RIPK3
GMT,TMEM173
GMT,TICAM1
GMT,TRIM56
GMT,TLR3
GMT,DDX41
GMT,IFI16
GMT,STAT6
GMT,NLRP4
GMT,MB21D1
GMT,XRCC5
GMT,XRCC6
GMT,TRIM32
GMT,PRKDC
GMT,TREX1
GMT,MAPK13
GMT,P2RX7
GMT,MAPK12
GMT,AIM2
GMT,TXNIP
GMT,SUGT1
GMT,BIRC2
GMT,BIRC3
GMT,MEFV
GMT,NOD1
GMT,NOD2
GMT,PSTPIP1
GMT,PANX1
GMT,IRAK2
GMT,CASP4
GMT,IRAK1
GMT,NLRP3
GMT,RIPK2
GMT,NLRP1
GMT,TICAM2
GMT,ATF2
GMT,ATF1
GMT,CREB1
GMT,ELK1
GMT,CD14
GMT,DUSP3
GMT,TNIP2
GMT,TLR4
GMT,LY96
GMT,MEF2A
GMT,MEF2C
GMT,SARM1
GMT,MAPK7
GMT,DCC
GMT,DAPK2
GMT,UNC5B
GMT,DAPK1
GMT,DAPK3
GMT,UNC5A
GMT,CFLAR
GMT,MAGED1
GMT,TRADD
GMT,FASLG
GMT,TNFSF10
GMT,APPL1
GMT,USP21
GMT,USP4
GMT,TRAF1
GMT,GNB2L1
GMT,TNFRSF1A
GMT,MADD
GMT,CLIP3
GMT,OTULIN
GMT,RBCK1
GMT,NSMAF
GMT,OTUD7B
GMT,TNF
GMT,RNF31
GMT,SHARPIN
GMT,RPGRIP1L
GMT,TUBA4A
GMT,CCP110
GMT,CEP83
GMT,B9D1
GMT,CEP89
GMT,SSNA1
GMT,AKAP9
GMT,TMEM67
GMT,NPHP1
GMT,CEP250
GMT,NPHP4
GMT,CEP97
GMT,PCNT
GMT,PLK4
GMT,ODF2
GMT,RAB3IP
GMT,KIF24
GMT,CSNK1E
GMT,TUBG1
GMT,CEP63
GMT,MKS1
GMT,TTBK2
GMT,CEP70
GMT,PRKAR2B
GMT,CDK5RAP2
GMT,CEP72
GMT,NEK2
GMT,CEP76
GMT,MARK4
GMT,CEP192
GMT,CEP78
GMT,IQCB1
GMT,TUBB
GMT,OFD1
GMT,SEPT2
GMT,AHI1
GMT,TMEM216
GMT,CEP162
GMT,CEP41
GMT,SFI1
GMT,SDCCAG8
GMT,C2CD3
GMT,CEP164
GMT,FBF1
GMT,ACTR1A
GMT,CC2D2A
GMT,CEP290
GMT,CEP57
GMT,CEP135
GMT,CEP131
GMT,HAUS5
GMT,SCLT1
GMT,HAUS4
GMT,HAUS7
GMT,HAUS6
GMT,HAUS1
GMT,TUBB4B
GMT,HAUS3
GMT,TUBB4A
GMT,HAUS2
GMT,NEDD1
GMT,ALMS1
GMT,TUBA1A
GMT,PCM1
GMT,HAUS8
GMT,TCTN3
GMT,TCTN2
GMT,TCTN1
GMT,CEP152
GMT,NINL
GMT,LIN9
GMT,LIN37
GMT,CDC25A
GMT,PKMYT1
GMT,FOXM1
GMT,WEE1
GMT,LIN52
GMT,MYBL2
GMT,LIN54
GMT,CDC25B
GMT,RNF43
GMT,FZD4
GMT,WNT3A
GMT,FZD6
GMT,FZD5
GMT,FZD8
GMT,LRP6
GMT,LRP5
GMT,ZNRF3
GMT,RSPO3
GMT,RSPO4
GMT,RSPO1
GMT,RSPO2
GMT,LGR6
GMT,LGR5
GMT,LGR4
GMT,CADM2
GMT,CADM3
GMT,JUP
GMT,CADM1
GMT,PARVB
GMT,PARVA
GMT,CLDN12
GMT,CLDN11
GMT,CLDN10
GMT,CLDN16
GMT,CLDN15
GMT,CLDN14
GMT,CLDN19
GMT,CLDN18
GMT,CLDN17
GMT,PVRL4
GMT,LIMS1
GMT,PVRL3
GMT,PVRL2
GMT,ARHGEF6
GMT,PVRL1
GMT,LIMS2
GMT,CTNND1
GMT,FBLIM1
GMT,ILK
GMT,TESK1
GMT,PVR
GMT,CLDN3
GMT,MLLT4
GMT,CLDN2
GMT,PARD6G
GMT,CDH9
GMT,CLDN1
GMT,CDH8
GMT,CDH7
GMT,CDH6
GMT,CDH5
GMT,CDH4
GMT,PARD6B
GMT,CDH3
GMT,CDH2
GMT,FLNA
GMT,FLNC
GMT,RSU1
GMT,PRKCI
GMT,MPP5
GMT,INADL
GMT,VASP
GMT,CLDN7
GMT,FERMT2
GMT,CLDN6
GMT,CLDN5
GMT,CLDN4
GMT,CDH10
GMT,CLDN9
GMT,CDH11
GMT,CDH12
GMT,CLDN8
GMT,CDH13
GMT,ANG
GMT,CDH15
GMT,CDH17
GMT,CDH18
GMT,CRB3
GMT,CLDN23
GMT,CLDN22
GMT,CLDN20
GMT,CDH24
GMT,CTNNA1
GMT,SLC16A1
GMT,PPIL2
GMT,CAV1
GMT,ATP1B3
GMT,ATP1B2
GMT,ATP1B1
GMT,PPIA
GMT,MAG
GMT,SPN
GMT,SLC16A8
GMT,SLC16A3
GMT,MAGI2
GMT,KIRREL
GMT,KIRREL2
GMT,KIRREL3
GMT,ACTN4
GMT,ACTN3
GMT,ACTN2
GMT,WASL
GMT,IQGAP1
GMT,CD2AP
GMT,NPHS1
GMT,NCK1
GMT,NCK2
GMT,TRPC6
GMT,TRPC7
GMT,TRPC4
GMT,UNC5C
GMT,TRPC5
GMT,TRPC3
GMT,MYO10
GMT,UNC5D
GMT,HFE2
GMT,RGMA
GMT,PTK2
GMT,RGMB
GMT,TRIO
GMT,PITPNA
GMT,AGAP2
GMT,NTN1
GMT,ROBO1
GMT,ABLIM1
GMT,ABLIM2
GMT,ABLIM3
GMT,SLIT2
GMT,TRPC1
GMT,SLIT1
GMT,SLIT3
GMT,NEO1
GMT,SH2B3
GMT,SH2B2
GMT,SOCS6
GMT,CD209
GMT,RAP1GAP2
GMT,RASGRP2
GMT,RAP1GAP
GMT,RASGRP1
GMT,RAP1A
GMT,RAP1B
GMT,RAPGEF3
GMT,SIPA1
GMT,RAPGEF4
GMT,PRKG1
GMT,KSR2
GMT,IL17RD
GMT,APBB1IP
GMT,CNKSR2
GMT,CNKSR1
GMT,WDR83
GMT,VCL
GMT,ADRA2B
GMT,MPL
GMT,THPO
GMT,SEMA4A
GMT,CD72
GMT,LIMK1
GMT,PLXNC1
GMT,SEMA4D
GMT,LIMK2
GMT,RHOG
GMT,TYROBP
GMT,FES
GMT,PTPRC
GMT,PLXNB3
GMT,PLXNB1
GMT,ROCK1
GMT,ROCK2
GMT,PLXND1
GMT,TREM2
GMT,DPYSL5
GMT,DPYSL3
GMT,DPYSL4
GMT,RRAS
GMT,CFL1
GMT,ARHGEF12
GMT,FARP2
GMT,SEMA6D
GMT,ARHGEF11
GMT,SEMA6A
GMT,MET
GMT,SEMA3A
GMT,SEMA3E
GMT,CRMP1
GMT,RND1
GMT,PLXNA3
GMT,PLXNA2
GMT,PLXNA1
GMT,RAC2
GMT,SEMA7A
GMT,PLXNA4
GMT,EPHA6
GMT,ACTR3
GMT,EPHA5
GMT,EPHA8
GMT,ACTR2
GMT,EPHA7
GMT,GRIN1
GMT,VAV3
GMT,EPHA2
GMT,NGEF
GMT,EPHA4
GMT,EPHA3
GMT,ARPC1A
GMT,ARPC1B
GMT,SHB
GMT,EFNA5
GMT,KALRN
GMT,EFNB3
GMT,EFNB2
GMT,EFNB1
GMT,ARPC5
GMT,TIAM1
GMT,EFNA2
GMT,EFNA1
GMT,MYL12A
GMT,EFNA4
GMT,EFNA3
GMT,ARPC3
GMT,ARPC4
GMT,ARPC2
GMT,EPHB6
GMT,EPHA10
GMT,ITSN1
GMT,ARHGEF28
GMT,ACTG1
GMT,GRIN2B
GMT,EPHB1
GMT,EPHB3
GMT,EPHB4
GMT,GIT1
GMT,CAP2
GMT,CAP1
GMT,ENAH
GMT,EVL
GMT,PFN2
GMT,SOS2
GMT,PFN1
GMT,ROBO3
GMT,ARHGAP39
GMT,ROBO2
GMT,ABL2
GMT,PAK7
GMT,ABL1
GMT,SRGAP3
GMT,PAK4
GMT,SRGAP2
GMT,PAK6
GMT,SRGAP1
GMT,MEF2B
GMT,CDON
GMT,MEF2D
GMT,SPAG9
GMT,MYOG
GMT,TCF12
GMT,MYOD1
GMT,TCF4
GMT,TCF3
GMT,MYF5
GMT,MYF6
GMT,NTN3
GMT,BOC
GMT,CTNNA2
GMT,BNIP2
GMT,ABI1
GMT,ABI2
GMT,IGKV1-5
GMT,CYFIP2
GMT,IGLV8-61
GMT,CYFIP1
GMT,IGHV3-23
GMT,IGKC
GMT,NCKAP1L
GMT,IGKV1D-16
GMT,IGLV1-40
GMT,IGLV1-36
GMT,BTK
GMT,IGKV4-1
GMT,IGLV1-44
GMT,IGHG4
GMT,IGLV2-11
GMT,IGHG2
GMT,IGHG3
GMT,IGHG1
GMT,IGLV2-18
GMT,IGLV7-46
GMT,IGLV7-43
GMT,BAIAP2
GMT,IGLV2-23
GMT,FCGR2A
GMT,BRK1
GMT,IGLV4-60
GMT,FCGR3A
GMT,IGLV2-33
GMT,NCKIPSD
GMT,WASF1
GMT,WASF2
GMT,WASF3
GMT,IGLV11-55
GMT,IGLC6
GMT,IGLC7
GMT,MYO9B
GMT,IGLV3-16
GMT,IGLV5-37
GMT,IGLV3-12
GMT,IGLV4-69
GMT,IGHV7-81
GMT,IGLV10-54
GMT,WIPF1
GMT,WIPF2
GMT,NCKAP1
GMT,WIPF3
GMT,WAS
GMT,IGLV3-25
GMT,IGLV3-27
GMT,IGLV4-3
